,count,year,author1,author2
0,12,2022,95/378,47/8889-1
0,5,2022,95/378,276/5027
0,3,2020,95/378,56/953
0,3,2021,95/378,56/953
0,3,2022,95/378,56/953
0,5,2022,47/8889-1,276/5027
0,3,2020,47/8889-1,56/953
0,3,2021,47/8889-1,56/953
0,3,2022,47/8889-1,56/953
0,6,2021,228/8970,19/5112-8
0,9,2019,228/8970,25/4120-4
0,6,2020,228/8970,25/4120-4
0,6,2021,228/8970,25/4120-4
0,6,2021,228/8970,281/2492
0,2,2018,228/8970,88/20-1
0,9,2019,228/8970,88/20-1
0,3,2020,228/8970,88/20-1
0,6,2021,228/8970,88/20-1
0,6,2021,19/5112-8,25/4120-4
0,6,2021,19/5112-8,281/2492
0,6,2021,19/5112-8,88/20-1
0,6,2021,25/4120-4,281/2492
0,8,2009,25/4120-4,88/20-1
0,2,2011,25/4120-4,88/20-1
0,2,2013,25/4120-4,88/20-1
0,2,2014,25/4120-4,88/20-1
0,6,2017,25/4120-4,88/20-1
0,15,2019,25/4120-4,88/20-1
0,5,2020,25/4120-4,88/20-1
0,6,2021,25/4120-4,88/20-1
0,6,2021,281/2492,88/20-1
0,6,2022,178/5284,133/2245
0,4,2018,133/2245,216/6149
0,12,2019,133/2245,216/6149
0,21,2020,133/2245,216/6149
0,11,2021,133/2245,216/6149
0,9,2022,133/2245,216/6149
0,4,2018,133/2245,58/2782sb
0,4,2019,133/2245,58/2782sb
0,17,2020,133/2245,58/2782sb
0,3,2021,133/2245,58/2782sb
0,7,2022,133/2245,58/2782sb
0,4,2018,133/2245,167/2782
0,4,2019,133/2245,167/2782
0,14,2020,133/2245,167/2782
0,5,2022,133/2245,167/2782
0,4,2017,133/2245,95/9050
0,3,2019,133/2245,95/9050
0,6,2021,133/2245,95/9050
0,6,2022,133/2245,95/9050
0,6,2021,133/2245,303/4993
0,6,2022,133/2245,303/4993
0,6,2021,133/2245,81/10308
0,6,2022,133/2245,81/10308
0,6,2021,133/2245,148/1304
0,6,2022,133/2245,148/1304
0,10,2021,133/2245,64/6728
0,5,2022,133/2245,64/6728
0,10,2021,133/2245,208/0827
0,5,2022,133/2245,208/0827
0,10,2021,133/2245,208/0806
0,5,2022,133/2245,208/0806
0,17,2021,133/2245,266/1436
0,4,2019,133/2245,143/4482
0,4,2020,133/2245,143/4482
0,4,2018,216/6149,58/2782sb
0,4,2019,216/6149,58/2782sb
0,13,2020,216/6149,58/2782sb
0,3,2021,216/6149,58/2782sb
0,5,2022,216/6149,58/2782sb
0,4,2019,216/6149,167/2782
0,14,2020,216/6149,167/2782
0,5,2022,216/6149,167/2782
0,8,2021,216/6149,266/1436
0,4,2019,216/6149,143/4482
0,4,2020,216/6149,143/4482
0,10,2020,58/2782sb,167/2782
0,4,2021,58/2782sb,167/2782
0,9,2022,58/2782sb,167/2782
0,2,2015,58/2782sb,148/1304
0,2,2016,58/2782sb,148/1304
0,4,2018,58/2782sb,148/1304
0,6,2021,95/9050,303/4993
0,12,2022,95/9050,303/4993
0,2,2017,95/9050,81/10308
0,2,2018,95/9050,81/10308
0,8,2019,95/9050,81/10308
0,2,2020,95/9050,81/10308
0,10,2021,95/9050,81/10308
0,6,2022,95/9050,81/10308
0,2,2018,95/9050,148/1304
0,24,2019,95/9050,148/1304
0,22,2020,95/9050,148/1304
0,10,2021,95/9050,148/1304
0,10,2022,95/9050,148/1304
0,2,2022,95/9050,208/0806
0,6,2021,303/4993,81/10308
0,6,2022,303/4993,81/10308
0,6,2021,303/4993,148/1304
0,6,2022,303/4993,148/1304
0,6,2019,81/10308,148/1304
0,12,2021,81/10308,148/1304
0,6,2022,81/10308,148/1304
0,2,2018,81/10308,208/0806
0,2,2019,81/10308,208/0806
0,9,2017,64/6728,208/0827
0,6,2018,64/6728,208/0827
0,3,2019,64/6728,208/0827
0,6,2020,64/6728,208/0827
0,19,2021,64/6728,208/0827
0,11,2022,64/6728,208/0827
0,9,2017,64/6728,208/0806
0,6,2018,64/6728,208/0806
0,3,2019,64/6728,208/0806
0,6,2020,64/6728,208/0806
0,19,2021,64/6728,208/0806
0,11,2022,64/6728,208/0806
0,9,2017,208/0827,208/0806
0,6,2018,208/0827,208/0806
0,3,2019,208/0827,208/0806
0,6,2020,208/0827,208/0806
0,23,2021,208/0827,208/0806
0,11,2022,208/0827,208/0806
0,3,2020,270/8692,143/4482
0,9,2021,270/8692,143/4482
0,5,2022,163/9000,270/0391
0,3,2021,163/9000,254/5126
0,3,2022,163/9000,254/5126
0,2,2020,163/9000,03/9444
0,3,2021,163/9000,03/9444
0,6,2022,163/9000,03/9444
0,2,2021,163/9000,06/5852
0,2,2022,163/9000,06/5852
0,3,2021,38/5213,302/7348
0,9,2022,38/5213,302/7348
0,16,2022,38/5213,76/2649
0,2,2015,38/5213,h/JoshuaZhexueHuang
0,6,2016,38/5213,h/JoshuaZhexueHuang
0,10,2017,38/5213,h/JoshuaZhexueHuang
0,8,2018,38/5213,h/JoshuaZhexueHuang
0,12,2019,38/5213,h/JoshuaZhexueHuang
0,12,2020,38/5213,h/JoshuaZhexueHuang
0,11,2021,38/5213,h/JoshuaZhexueHuang
0,20,2022,38/5213,h/JoshuaZhexueHuang
0,9,2022,302/7348,76/2649
0,3,2021,302/7348,h/JoshuaZhexueHuang
0,9,2022,302/7348,h/JoshuaZhexueHuang
0,12,2022,76/2649,h/JoshuaZhexueHuang
0,2,2020,40/5548,270/0391
0,8,2021,40/5548,270/0391
0,13,2022,40/5548,270/0391
0,8,2022,40/5548,179/8335
0,1,2013,40/5548,23/5823
0,6,2015,40/5548,23/5823
0,4,2019,40/5548,23/5823
0,4,2020,40/5548,23/5823
0,2,2021,40/5548,23/5823
0,2,2022,40/5548,23/5823
0,8,2022,270/0391,179/8335
0,4,2022,270/0391,254/5126
0,7,2022,270/0391,03/9444
0,4,2022,328/5437,134/8096
0,4,2022,328/5437,86/11199
0,11,2022,134/8096,86/11199
0,2,2019,254/5126,03/9444
0,13,2020,254/5126,03/9444
0,18,2021,254/5126,03/9444
0,26,2022,254/5126,03/9444
0,4,2021,254/5126,s/VaclavSnasel
0,4,2022,254/5126,s/VaclavSnasel
0,4,2021,03/9444,s/VaclavSnasel
0,4,2022,03/9444,s/VaclavSnasel
0,2,2022,s/VaclavSnasel,67/6188
0,1,2020,67/6188,24/4470
0,1,2021,67/6188,24/4470
0,2,2018,67/6188,86/6650
0,4,2017,198/1021,145/9981
0,14,2018,198/1021,145/9981
0,4,2019,198/1021,145/9981
0,29,2020,198/1021,145/9981
0,35,2021,198/1021,145/9981
0,17,2022,198/1021,145/9981
0,5,2019,198/1021,220/5676
0,21,2020,198/1021,220/5676
0,36,2021,198/1021,220/5676
0,17,2022,198/1021,220/5676
0,17,2021,198/1021,47/6959
0,17,2022,198/1021,47/6959
0,6,2020,198/1021,144/3202
0,23,2021,198/1021,144/3202
0,17,2022,198/1021,144/3202
0,20,2020,198/1021,192/1958
0,30,2021,198/1021,192/1958
0,20,2022,198/1021,192/1958
0,20,2020,198/1021,16/7968
0,17,2021,198/1021,16/7968
0,17,2022,198/1021,16/7968
0,20,2020,198/1021,22/11237
0,30,2021,198/1021,22/11237
0,17,2022,198/1021,22/11237
0,20,2020,198/1021,23/8654
0,30,2021,198/1021,23/8654
0,17,2022,198/1021,23/8654
0,13,2017,198/1021,55/3346
0,24,2018,198/1021,55/3346
0,24,2019,198/1021,55/3346
0,77,2020,198/1021,55/3346
0,61,2021,198/1021,55/3346
0,31,2022,198/1021,55/3346
0,10,2018,198/1021,84/8221
0,4,2019,198/1021,84/8221
0,29,2020,198/1021,84/8221
0,35,2021,198/1021,84/8221
0,17,2022,198/1021,84/8221
0,20,2020,198/1021,13/4660
0,30,2021,198/1021,13/4660
0,17,2022,198/1021,13/4660
0,13,2017,198/1021,52/8573
0,20,2018,198/1021,52/8573
0,18,2019,198/1021,52/8573
0,60,2020,198/1021,52/8573
0,36,2021,198/1021,52/8573
0,17,2022,198/1021,52/8573
0,5,2019,198/1021,180/6438
0,26,2020,198/1021,180/6438
0,28,2021,198/1021,180/6438
0,17,2022,198/1021,180/6438
0,3,2022,198/1021,86/6650
0,30,2021,145/9981,220/5676
0,17,2022,145/9981,220/5676
0,17,2021,145/9981,47/6959
0,17,2022,145/9981,47/6959
0,17,2021,145/9981,144/3202
0,17,2022,145/9981,144/3202
0,5,2018,145/9981,192/1958
0,5,2019,145/9981,192/1958
0,20,2020,145/9981,192/1958
0,30,2021,145/9981,192/1958
0,17,2022,145/9981,192/1958
0,20,2020,145/9981,16/7968
0,20,2021,145/9981,16/7968
0,20,2022,145/9981,16/7968
0,20,2020,145/9981,22/11237
0,30,2021,145/9981,22/11237
0,17,2022,145/9981,22/11237
0,20,2020,145/9981,23/8654
0,30,2021,145/9981,23/8654
0,17,2022,145/9981,23/8654
0,4,2015,145/9981,55/3346
0,12,2016,145/9981,55/3346
0,8,2017,145/9981,55/3346
0,34,2018,145/9981,55/3346
0,8,2019,145/9981,55/3346
0,37,2020,145/9981,55/3346
0,35,2021,145/9981,55/3346
0,17,2022,145/9981,55/3346
0,4,2015,145/9981,84/8221
0,12,2016,145/9981,84/8221
0,4,2017,145/9981,84/8221
0,42,2018,145/9981,84/8221
0,25,2019,145/9981,84/8221
0,61,2020,145/9981,84/8221
0,68,2021,145/9981,84/8221
0,28,2022,145/9981,84/8221
0,5,2018,145/9981,13/4660
0,5,2019,145/9981,13/4660
0,20,2020,145/9981,13/4660
0,30,2021,145/9981,13/4660
0,17,2022,145/9981,13/4660
0,2,2014,145/9981,52/8573
0,6,2015,145/9981,52/8573
0,12,2016,145/9981,52/8573
0,8,2017,145/9981,52/8573
0,42,2018,145/9981,52/8573
0,15,2019,145/9981,52/8573
0,40,2020,145/9981,52/8573
0,36,2021,145/9981,52/8573
0,17,2022,145/9981,52/8573
0,5,2020,145/9981,180/6438
0,22,2021,145/9981,180/6438
0,17,2022,145/9981,180/6438
0,17,2021,220/5676,47/6959
0,17,2022,220/5676,47/6959
0,6,2020,220/5676,144/3202
0,23,2021,220/5676,144/3202
0,19,2022,220/5676,144/3202
0,30,2021,220/5676,192/1958
0,17,2022,220/5676,192/1958
0,17,2021,220/5676,16/7968
0,17,2022,220/5676,16/7968
0,30,2021,220/5676,22/11237
0,17,2022,220/5676,22/11237
0,30,2021,220/5676,23/8654
0,17,2022,220/5676,23/8654
0,11,2019,220/5676,55/3346
0,24,2020,220/5676,55/3346
0,36,2021,220/5676,55/3346
0,17,2022,220/5676,55/3346
0,30,2021,220/5676,84/8221
0,17,2022,220/5676,84/8221
0,30,2021,220/5676,13/4660
0,17,2022,220/5676,13/4660
0,5,2019,220/5676,52/8573
0,21,2020,220/5676,52/8573
0,36,2021,220/5676,52/8573
0,17,2022,220/5676,52/8573
0,11,2019,220/5676,180/6438
0,24,2020,220/5676,180/6438
0,23,2021,220/5676,180/6438
0,17,2022,220/5676,180/6438
0,17,2021,47/6959,144/3202
0,17,2022,47/6959,144/3202
0,17,2021,47/6959,192/1958
0,17,2022,47/6959,192/1958
0,17,2021,47/6959,16/7968
0,17,2022,47/6959,16/7968
0,17,2021,47/6959,22/11237
0,17,2022,47/6959,22/11237
0,17,2021,47/6959,23/8654
0,17,2022,47/6959,23/8654
0,17,2021,47/6959,55/3346
0,17,2022,47/6959,55/3346
0,17,2021,47/6959,84/8221
0,17,2022,47/6959,84/8221
0,17,2021,47/6959,13/4660
0,19,2022,47/6959,13/4660
0,17,2021,47/6959,52/8573
0,17,2022,47/6959,52/8573
0,17,2021,47/6959,180/6438
0,17,2022,47/6959,180/6438
0,2,2022,47/6959,44/1152
0,2,2018,47/6959,180/7110
0,4,2020,47/6959,c/BrianCurless
0,4,2021,47/6959,c/BrianCurless
0,2,2022,47/6959,147/2810
0,4,2017,47/6959,86/6650
0,4,2020,47/6959,03/2134
0,2,2022,47/6959,03/2134
0,2,2022,47/6959,175/9380
0,17,2021,144/3202,192/1958
0,17,2022,144/3202,192/1958
0,17,2021,144/3202,16/7968
0,17,2022,144/3202,16/7968
0,20,2021,144/3202,22/11237
0,20,2022,144/3202,22/11237
0,17,2021,144/3202,23/8654
0,17,2022,144/3202,23/8654
0,6,2020,144/3202,55/3346
0,23,2021,144/3202,55/3346
0,17,2022,144/3202,55/3346
0,17,2021,144/3202,84/8221
0,17,2022,144/3202,84/8221
0,17,2021,144/3202,13/4660
0,17,2022,144/3202,13/4660
0,6,2020,144/3202,52/8573
0,30,2021,144/3202,52/8573
0,30,2022,144/3202,52/8573
0,6,2020,144/3202,180/6438
0,23,2021,144/3202,180/6438
0,17,2022,144/3202,180/6438
0,20,2020,192/1958,16/7968
0,17,2021,192/1958,16/7968
0,17,2022,192/1958,16/7968
0,20,2020,192/1958,22/11237
0,30,2021,192/1958,22/11237
0,17,2022,192/1958,22/11237
0,20,2020,192/1958,23/8654
0,30,2021,192/1958,23/8654
0,17,2022,192/1958,23/8654
0,20,2020,192/1958,55/3346
0,30,2021,192/1958,55/3346
0,17,2022,192/1958,55/3346
0,5,2018,192/1958,84/8221
0,5,2019,192/1958,84/8221
0,20,2020,192/1958,84/8221
0,30,2021,192/1958,84/8221
0,17,2022,192/1958,84/8221
0,2,2016,192/1958,13/4660
0,6,2017,192/1958,13/4660
0,13,2018,192/1958,13/4660
0,11,2019,192/1958,13/4660
0,32,2020,192/1958,13/4660
0,32,2021,192/1958,13/4660
0,17,2022,192/1958,13/4660
0,5,2018,192/1958,52/8573
0,11,2019,192/1958,52/8573
0,20,2020,192/1958,52/8573
0,30,2021,192/1958,52/8573
0,17,2022,192/1958,52/8573
0,17,2021,192/1958,180/6438
0,17,2022,192/1958,180/6438
0,4,2021,192/1958,86/6650
0,3,2022,192/1958,86/6650
0,20,2020,16/7968,22/11237
0,17,2021,16/7968,22/11237
0,17,2022,16/7968,22/11237
0,20,2020,16/7968,23/8654
0,17,2021,16/7968,23/8654
0,17,2022,16/7968,23/8654
0,20,2020,16/7968,55/3346
0,17,2021,16/7968,55/3346
0,17,2022,16/7968,55/3346
0,20,2020,16/7968,84/8221
0,20,2021,16/7968,84/8221
0,20,2022,16/7968,84/8221
0,20,2020,16/7968,13/4660
0,17,2021,16/7968,13/4660
0,17,2022,16/7968,13/4660
0,20,2020,16/7968,52/8573
0,17,2021,16/7968,52/8573
0,17,2022,16/7968,52/8573
0,17,2021,16/7968,180/6438
0,17,2022,16/7968,180/6438
0,2,2020,16/7968,c/BrianCurless
0,2,2021,16/7968,c/BrianCurless
0,4,2018,22/11237,23/8654
0,6,2019,22/11237,23/8654
0,25,2020,22/11237,23/8654
0,48,2021,22/11237,23/8654
0,22,2022,22/11237,23/8654
0,20,2020,22/11237,55/3346
0,30,2021,22/11237,55/3346
0,17,2022,22/11237,55/3346
0,20,2020,22/11237,84/8221
0,30,2021,22/11237,84/8221
0,17,2022,22/11237,84/8221
0,20,2020,22/11237,13/4660
0,30,2021,22/11237,13/4660
0,17,2022,22/11237,13/4660
0,23,2020,22/11237,52/8573
0,48,2021,22/11237,52/8573
0,23,2022,22/11237,52/8573
0,17,2021,22/11237,180/6438
0,17,2022,22/11237,180/6438
0,20,2020,23/8654,55/3346
0,30,2021,23/8654,55/3346
0,17,2022,23/8654,55/3346
0,20,2020,23/8654,84/8221
0,30,2021,23/8654,84/8221
0,17,2022,23/8654,84/8221
0,20,2020,23/8654,13/4660
0,30,2021,23/8654,13/4660
0,17,2022,23/8654,13/4660
0,23,2020,23/8654,52/8573
0,45,2021,23/8654,52/8573
0,20,2022,23/8654,52/8573
0,17,2021,23/8654,180/6438
0,17,2022,23/8654,180/6438
0,3,2014,55/3346,84/8221
0,7,2015,55/3346,84/8221
0,24,2016,55/3346,84/8221
0,10,2017,55/3346,84/8221
0,33,2018,55/3346,84/8221
0,11,2019,55/3346,84/8221
0,40,2020,55/3346,84/8221
0,35,2021,55/3346,84/8221
0,17,2022,55/3346,84/8221
0,2,2019,55/3346,13/4660
0,20,2020,55/3346,13/4660
0,30,2021,55/3346,13/4660
0,17,2022,55/3346,13/4660
0,3,2014,55/3346,52/8573
0,7,2015,55/3346,52/8573
0,40,2016,55/3346,52/8573
0,27,2017,55/3346,52/8573
0,57,2018,55/3346,52/8573
0,40,2019,55/3346,52/8573
0,77,2020,55/3346,52/8573
0,48,2021,55/3346,52/8573
0,19,2022,55/3346,52/8573
0,25,2019,55/3346,180/6438
0,59,2020,55/3346,180/6438
0,73,2021,55/3346,180/6438
0,54,2022,55/3346,180/6438
0,3,2019,55/3346,d/PaulEDebevec
0,2,2020,55/3346,d/PaulEDebevec
0,2,2016,84/8221,13/4660
0,5,2018,84/8221,13/4660
0,5,2019,84/8221,13/4660
0,20,2020,84/8221,13/4660
0,30,2021,84/8221,13/4660
0,17,2022,84/8221,13/4660
0,2,2013,84/8221,52/8573
0,3,2014,84/8221,52/8573
0,7,2015,84/8221,52/8573
0,24,2016,84/8221,52/8573
0,10,2017,84/8221,52/8573
0,41,2018,84/8221,52/8573
0,18,2019,84/8221,52/8573
0,43,2020,84/8221,52/8573
0,38,2021,84/8221,52/8573
0,17,2022,84/8221,52/8573
0,4,2017,84/8221,180/6438
0,5,2020,84/8221,180/6438
0,22,2021,84/8221,180/6438
0,17,2022,84/8221,180/6438
0,1,2021,84/8221,269/4228
0,5,2018,13/4660,52/8573
0,11,2019,13/4660,52/8573
0,20,2020,13/4660,52/8573
0,30,2021,13/4660,52/8573
0,17,2022,13/4660,52/8573
0,17,2021,13/4660,180/6438
0,17,2022,13/4660,180/6438
0,5,2019,52/8573,180/6438
0,21,2020,52/8573,180/6438
0,23,2021,52/8573,180/6438
0,17,2022,52/8573,180/6438
0,3,2019,52/8573,d/PaulEDebevec
0,6,2021,296/6174,296/6185
0,4,2021,300/9472,281/9449
0,3,2018,121/6099,l/TokWangLing
0,3,2019,121/6099,l/TokWangLing
0,3,2021,121/6099,l/TokWangLing
0,5,2013,l/TokWangLing,t/AnthonyKHTung
0,7,2021,309/4426,309/4279
0,7,2021,309/4426,48/5564
0,7,2021,309/4426,223/4047
0,7,2021,309/4279,48/5564
0,7,2021,309/4279,223/4047
0,7,2021,48/5564,223/4047
0,4,2021,79/3108,24/4470
0,4,2021,79/3108,305/9825
0,10,2020,275/3631,203/9668
0,8,2021,275/3631,203/9668
0,12,2022,275/3631,203/9668
0,10,2020,275/3631,53/6625
0,8,2021,275/3631,53/6625
0,16,2022,275/3631,53/6625
0,10,2020,275/3631,190/4388
0,8,2021,275/3631,190/4388
0,4,2022,275/3631,83/4243-7
0,22,2020,203/9668,53/6625
0,18,2021,203/9668,53/6625
0,18,2022,203/9668,53/6625
0,18,2020,203/9668,190/4388
0,8,2021,203/9668,190/4388
0,18,2020,53/6625,190/4388
0,8,2021,53/6625,190/4388
0,2,2019,53/6625,83/4243-7
0,10,2020,53/6625,83/4243-7
0,8,2021,53/6625,83/4243-7
0,4,2022,53/6625,83/4243-7
0,2,2021,53/6625,64/4136
0,3,2022,190/4388,188/9071
0,2,2017,98/8109,t/AnthonyKHTung
0,2,2019,98/8109,t/AnthonyKHTung
0,3,2020,98/8109,t/AnthonyKHTung
0,3,2021,98/8109,t/AnthonyKHTung
0,4,2021,24/4470,305/9825
0,2,2021,24/4470,72/51
0,2,2016,24/4470,03/2134
0,1,2019,24/4470,53/2189
0,2,2021,24/4470,53/2189
0,1,2022,24/4470,53/2189
0,4,2020,222/7878,29/11273
0,8,2021,222/7878,29/11273
0,4,2022,222/7878,29/11273
0,4,2020,222/7878,139/1433
0,4,2021,222/7878,139/1433
0,8,2021,222/7878,62/540
0,8,2022,222/7878,62/540
0,3,2018,222/7878,06/5141
0,4,2021,222/7878,06/5141
0,4,2022,222/7878,06/5141
0,4,2020,29/11273,139/1433
0,4,2021,29/11273,139/1433
0,4,2021,29/11273,62/540
0,4,2022,29/11273,62/540
0,3,2019,29/11273,18/1099
0,9,2020,29/11273,18/1099
0,3,2021,29/11273,18/1099
0,19,2022,29/11273,18/1099
0,2,2016,29/11273,07/3111
0,5,2017,29/11273,07/3111
0,5,2018,29/11273,07/3111
0,6,2019,29/11273,07/3111
0,16,2020,29/11273,07/3111
0,3,2021,29/11273,07/3111
0,7,2022,29/11273,07/3111
0,3,2017,29/11273,64/4136
0,3,2018,29/11273,64/4136
0,3,2019,29/11273,64/4136
0,5,2020,29/11273,64/4136
0,6,2021,29/11273,64/4136
0,9,2022,29/11273,64/4136
0,7,2020,29/11273,72/51
0,3,2022,29/11273,72/51
0,5,2020,29/11273,20/8606
0,5,2020,29/11273,180/7292
0,5,2020,29/11273,71/11357-2
0,4,2021,62/540,06/5141
0,4,2022,62/540,06/5141
0,2,2002,06/5141,53/2189
0,2,2015,06/5141,35/860
0,9,2020,18/1099,07/3111
0,4,2022,18/1099,07/3111
0,6,2019,18/1099,64/4136
0,7,2020,18/1099,64/4136
0,3,2021,18/1099,64/4136
0,14,2022,18/1099,64/4136
0,3,2022,18/1099,72/51
0,5,2019,18/1099,180/1448
0,3,2020,18/1099,180/1448
0,3,2020,18/1099,44/1152
0,3,2017,07/3111,64/4136
0,3,2018,07/3111,64/4136
0,5,2020,07/3111,64/4136
0,3,2021,07/3111,64/4136
0,3,2022,07/3111,64/4136
0,2,2012,07/3111,72/51
0,4,2014,07/3111,72/51
0,4,2016,07/3111,72/51
0,2,2017,07/3111,72/51
0,7,2020,07/3111,72/51
0,6,2016,64/4136,180/1448
0,2,2017,64/4136,180/1448
0,2,2018,64/4136,180/1448
0,3,2019,64/4136,180/1448
0,6,2021,64/4136,180/1448
0,2,2022,64/4136,180/1448
0,1,2022,72/51,76/847
0,1,2020,72/51,06/5852
0,5,2020,20/8606,180/7292
0,5,2020,20/8606,71/11357-2
0,2,2019,20/8606,03/2134
0,5,2020,180/7292,71/11357-2
0,2,2017,71/11357-2,160/0436
0,3,2018,160/0436,76/847
0,1,2022,76/847,174/2169
0,1,2018,76/847,53/2189
0,2,2020,76/847,53/2189
0,1,2016,76/847,135/5770
0,1,2019,76/847,135/5770
0,6,2022,03/5102,269/4228
0,6,2022,03/5102,180/1448
0,6,2022,03/5102,44/1152
0,6,2022,03/5102,50/545
0,6,2020,03/5102,03/2134
0,4,2021,03/5102,03/2134
0,11,2022,269/4228,180/1448
0,7,2021,269/4228,44/1152
0,8,2022,269/4228,44/1152
0,4,2020,269/4228,50/545
0,4,2021,269/4228,50/545
0,9,2022,269/4228,50/545
0,5,2020,180/1448,44/1152
0,7,2022,180/1448,44/1152
0,9,2022,180/1448,50/545
0,6,2022,44/1152,50/545
0,2,2020,44/1152,87/3951
0,1,2021,44/1152,03/2134
0,2,2020,44/1152,53/2189
0,2,2020,44/1152,56/9834
0,5,2021,174/2169,180/7110
0,5,2021,174/2169,260/0352
0,5,2021,174/2169,290/6753
0,5,2021,180/7110,260/0352
0,7,2021,180/7110,290/6753
0,5,2021,260/0352,290/6753
0,7,2020,271/6351,87/3951
0,7,2020,271/6351,140/4180
0,7,2020,271/6351,271/6544
0,7,2020,271/6351,69/4019
0,7,2020,271/6351,246/7489
0,7,2020,87/3951,140/4180
0,7,2020,87/3951,271/6544
0,2,2011,87/3951,69/4019
0,2,2012,87/3951,69/4019
0,7,2020,87/3951,69/4019
0,3,2019,87/3951,246/7489
0,7,2020,87/3951,246/7489
0,1,2018,87/3951,03/2134
0,1,2019,87/3951,03/2134
0,1,2020,87/3951,03/2134
0,1,2022,87/3951,03/2134
0,7,2020,140/4180,271/6544
0,7,2020,140/4180,69/4019
0,7,2020,140/4180,246/7489
0,7,2020,271/6544,69/4019
0,7,2020,271/6544,246/7489
0,7,2020,69/4019,246/7489
0,2,2018,69/4019,56/953
0,3,2018,37/4713,c/BrianCurless
0,3,2019,37/4713,c/BrianCurless
0,3,2020,37/4713,c/BrianCurless
0,10,2022,37/4713,c/BrianCurless
0,3,2018,37/4713,k/IraKemelmacher
0,3,2019,37/4713,k/IraKemelmacher
0,3,2020,37/4713,k/IraKemelmacher
0,10,2022,37/4713,k/IraKemelmacher
0,7,2018,c/BrianCurless,k/IraKemelmacher
0,3,2019,c/BrianCurless,k/IraKemelmacher
0,13,2020,c/BrianCurless,k/IraKemelmacher
0,6,2021,c/BrianCurless,k/IraKemelmacher
0,10,2022,c/BrianCurless,k/IraKemelmacher
0,4,2021,c/BrianCurless,86/6650
0,16,2022,205/2647,160/2807
0,16,2022,205/2647,190/7060
0,22,2022,205/2647,68/1363
0,16,2022,160/2807,190/7060
0,20,2022,160/2807,68/1363
0,16,2022,190/7060,68/1363
0,10,2022,161/2561,210/2651
0,2,2021,161/2561,01/8759
0,10,2022,161/2561,01/8759
0,3,2017,210/2651,01/8759
0,3,2018,210/2651,01/8759
0,10,2022,210/2651,01/8759
0,3,2017,210/2651,86/6650
0,3,2018,210/2651,86/6650
0,2,2013,01/8759,86/6650
0,4,2015,01/8759,86/6650
0,6,2016,01/8759,86/6650
0,9,2017,01/8759,86/6650
0,7,2018,01/8759,86/6650
0,4,2019,01/8759,86/6650
0,6,2020,147/2810,203/8282
0,18,2021,147/2810,203/8282
0,18,2020,147/2810,d/PaulEDebevec
0,12,2021,147/2810,d/PaulEDebevec
0,16,2018,147/2810,86/6650
0,4,2019,147/2810,86/6650
0,14,2020,147/2810,86/6650
0,12,2021,147/2810,86/6650
0,12,2021,203/8282,d/PaulEDebevec
0,12,2021,203/8282,86/6650
0,6,2020,d/PaulEDebevec,86/6650
0,12,2021,d/PaulEDebevec,86/6650
0,16,2021,127/1756,230/7736
0,10,2022,127/1756,230/7736
0,2,2013,127/1756,127/1927
0,4,2018,127/1756,127/1927
0,4,2019,127/1756,127/1927
0,8,2022,127/1756,127/1927
0,2,2014,127/1756,07/3797
0,16,2015,127/1756,07/3797
0,8,2016,127/1756,07/3797
0,8,2017,127/1756,07/3797
0,20,2018,127/1756,07/3797
0,2,2019,127/1756,07/3797
0,4,2020,127/1756,07/3797
0,2,2021,127/1756,07/3797
0,10,2022,127/1756,07/3797
0,6,2015,127/1756,23/2759-1
0,6,2016,127/1756,23/2759-1
0,6,2017,127/1756,23/2759-1
0,4,2018,127/1756,23/2759-1
0,6,2022,127/1756,23/2759-1
0,6,2022,230/7736,127/1927
0,6,2022,230/7736,07/3797
0,6,2022,230/7736,23/2759-1
0,6,2022,127/1927,07/3797
0,6,2022,127/1927,23/2759-1
0,2,2009,07/3797,23/2759-1
0,4,2013,07/3797,23/2759-1
0,2,2014,07/3797,23/2759-1
0,12,2015,07/3797,23/2759-1
0,6,2016,07/3797,23/2759-1
0,6,2017,07/3797,23/2759-1
0,4,2018,07/3797,23/2759-1
0,6,2022,07/3797,23/2759-1
0,9,2020,23/2759-1,47/8037
0,3,2021,23/2759-1,47/8037
0,8,2022,23/2759-1,47/8037
0,8,2022,23/2759-1,311/4481
0,3,2021,23/2759-1,126/3666-2
0,3,2016,23/2759-1,46/8261
0,7,2017,23/2759-1,46/8261
0,3,2018,23/2759-1,46/8261
0,7,2020,23/2759-1,46/8261
0,2,2007,23/2759-1,c/RohitChadha
0,8,2008,23/2759-1,c/RohitChadha
0,6,2009,23/2759-1,c/RohitChadha
0,6,2010,23/2759-1,c/RohitChadha
0,6,2011,23/2759-1,c/RohitChadha
0,2,2012,23/2759-1,c/RohitChadha
0,4,2013,23/2759-1,c/RohitChadha
0,6,2014,23/2759-1,c/RohitChadha
0,2,2015,23/2759-1,c/RohitChadha
0,3,2016,23/2759-1,c/RohitChadha
0,11,2017,23/2759-1,c/RohitChadha
0,5,2018,23/2759-1,c/RohitChadha
0,4,2019,23/2759-1,c/RohitChadha
0,11,2020,23/2759-1,c/RohitChadha
0,6,2021,23/2759-1,c/RohitChadha
0,8,2022,47/8037,311/4481
0,6,2021,47/8037,164/5402
0,4,2020,65/7449,260/2726
0,4,2021,65/7449,260/2726
