,count,year,author1,author2
0,6,2021,191/2619,43/3166-54
0,6,2022,191/2619,43/3166-54
0,6,2021,191/2619,39/737
0,6,2022,191/2619,39/737
0,9,2019,152/9384,95/3736-36
0,6,2020,152/9384,95/3736-36
0,6,2022,152/9384,95/3736-36
0,4,2019,95/3736-36,230/1216
0,10,2020,95/3736-36,230/1216
0,13,2021,95/3736-36,230/1216
0,6,2021,250/6021,43/3166-54
0,14,2022,250/6021,43/3166-54
0,6,2021,250/6021,39/737
0,15,2022,250/6021,39/737
0,10,2021,43/3166-54,39/737
0,11,2022,43/3166-54,39/737
0,3,2021,43/1230,66/5501
0,1,2015,43/1230,11/4605
0,1,2016,43/1230,11/4605
0,1,2015,43/1230,44/1152
0,2,2022,43/1230,03/2134
0,1,2013,43/1230,23/5823
0,7,2023,45/6145,54/2339
0,15,2019,45/6145,06/6174
0,9,2021,45/6145,06/6174
0,13,2022,45/6145,06/6174
0,12,2023,45/6145,06/6174
0,19,2019,45/6145,124/8377
0,8,2020,45/6145,124/8377
0,9,2021,45/6145,124/8377
0,19,2022,45/6145,124/8377
0,12,2023,45/6145,124/8377
0,17,2019,45/6145,84/10630
0,9,2021,45/6145,84/10630
0,13,2022,45/6145,84/10630
0,12,2023,45/6145,84/10630
0,9,2019,45/6145,87/1024
0,5,2021,45/6145,87/1024
0,5,2022,45/6145,87/1024
0,12,2023,45/6145,87/1024
0,7,2023,54/2339,06/6174
0,2,2019,54/2339,124/8377
0,7,2023,54/2339,124/8377
0,7,2023,54/2339,84/10630
0,7,2023,54/2339,87/1024
0,13,2019,06/6174,124/8377
0,9,2021,06/6174,124/8377
0,13,2022,06/6174,124/8377
0,12,2023,06/6174,124/8377
0,13,2019,06/6174,84/10630
0,9,2021,06/6174,84/10630
0,13,2022,06/6174,84/10630
0,12,2023,06/6174,84/10630
0,5,2019,06/6174,87/1024
0,5,2021,06/6174,87/1024
0,5,2022,06/6174,87/1024
0,12,2023,06/6174,87/1024
0,17,2019,124/8377,84/10630
0,9,2021,124/8377,84/10630
0,13,2022,124/8377,84/10630
0,12,2023,124/8377,84/10630
0,9,2019,124/8377,87/1024
0,5,2021,124/8377,87/1024
0,5,2022,124/8377,87/1024
0,12,2023,124/8377,87/1024
0,2,2002,84/10630,87/1024
0,2,2005,84/10630,87/1024
0,2,2006,84/10630,87/1024
0,8,2007,84/10630,87/1024
0,4,2011,84/10630,87/1024
0,2,2013,84/10630,87/1024
0,4,2014,84/10630,87/1024
0,2,2015,84/10630,87/1024
0,2,2016,84/10630,87/1024
0,9,2019,84/10630,87/1024
0,5,2021,84/10630,87/1024
0,5,2022,84/10630,87/1024
0,12,2023,84/10630,87/1024
0,2,2022,84/10630,211/0499
0,2,2019,84/10630,14/1570
0,2,2020,84/10630,14/1570
0,2,2019,87/1024,14/1570
0,6,2020,87/1024,14/1570
0,2,2017,87/1024,88/4611
0,4,2019,87/1024,88/4611
0,2,2022,87/1024,88/4611
0,1,2021,87/1024,53/2189
0,3,2020,211/0499,118/1088
0,8,2021,211/0499,118/1088
0,6,2022,211/0499,118/1088
0,3,2020,211/0499,205/4902
0,2,2021,211/0499,205/4902
0,6,2022,211/0499,205/4902
0,2,2019,211/0499,37/4190-9
0,2,2021,211/0499,37/4190-9
0,10,2022,211/0499,37/4190-9
0,2,2020,211/0499,06/5514
0,6,2022,211/0499,06/5514
0,3,2020,118/1088,205/4902
0,6,2022,118/1088,205/4902
0,6,2022,118/1088,37/4190-9
0,6,2022,118/1088,06/5514
0,6,2022,205/4902,37/4190-9
0,6,2022,205/4902,06/5514
0,6,2022,37/4190-9,06/5514
0,1,2022,37/4190-9,73/2252
0,10,2022,306/2946,215/0918
0,3,2021,306/2946,233/2831
0,10,2022,306/2946,233/2831
0,10,2022,306/2946,140/9397
0,12,2019,215/0918,233/2831
0,7,2020,215/0918,233/2831
0,14,2021,215/0918,233/2831
0,10,2022,215/0918,233/2831
0,3,2018,215/0918,140/9397
0,12,2019,215/0918,140/9397
0,4,2020,215/0918,140/9397
0,8,2021,215/0918,140/9397
0,10,2022,215/0918,140/9397
0,3,2018,233/2831,140/9397
0,12,2019,233/2831,140/9397
0,7,2020,233/2831,140/9397
0,11,2021,233/2831,140/9397
0,10,2022,233/2831,140/9397
0,11,2022,304/9538,142/5239
0,11,2022,304/9538,316/1640
0,11,2022,304/9538,147/4317
0,11,2022,304/9538,34/2700
0,11,2022,304/9538,316/1664
0,11,2022,304/9538,316/1347
0,11,2022,304/9538,14/1570
0,11,2022,304/9538,73/2252
0,11,2022,304/9538,56/2415
0,11,2022,142/5239,316/1640
0,11,2022,142/5239,147/4317
0,11,2022,142/5239,34/2700
0,11,2022,142/5239,316/1664
0,11,2022,142/5239,316/1347
0,11,2022,142/5239,14/1570
0,11,2022,142/5239,73/2252
0,11,2022,142/5239,56/2415
0,2,2019,142/5239,76/847
0,11,2022,316/1640,147/4317
0,16,2022,316/1640,34/2700
0,11,2022,316/1640,316/1664
0,11,2022,316/1640,316/1347
0,16,2022,316/1640,14/1570
0,16,2022,316/1640,73/2252
0,16,2022,316/1640,56/2415
0,11,2022,147/4317,34/2700
0,11,2022,147/4317,316/1664
0,11,2022,147/4317,316/1347
0,11,2022,147/4317,14/1570
0,2,2014,147/4317,73/2252
0,11,2022,147/4317,73/2252
0,4,2014,147/4317,56/2415
0,2,2018,147/4317,56/2415
0,2,2021,147/4317,56/2415
0,11,2022,147/4317,56/2415
0,11,2022,34/2700,316/1664
0,11,2022,34/2700,316/1347
0,16,2022,34/2700,14/1570
0,16,2022,34/2700,73/2252
0,16,2022,34/2700,56/2415
0,1,2021,34/2700,95/378
0,1,2019,34/2700,46/2181
0,11,2022,316/1664,316/1347
0,11,2022,316/1664,14/1570
0,11,2022,316/1664,73/2252
0,11,2022,316/1664,56/2415
0,11,2022,316/1347,14/1570
0,11,2022,316/1347,73/2252
0,11,2022,316/1347,56/2415
0,3,2019,14/1570,73/2252
0,16,2022,14/1570,73/2252
0,2,2015,14/1570,56/2415
0,2,2018,14/1570,56/2415
0,3,2019,14/1570,56/2415
0,16,2022,14/1570,56/2415
0,2,2020,14/1570,03/2134
0,2,2014,73/2252,56/2415
0,3,2019,73/2252,56/2415
0,16,2022,73/2252,56/2415
0,1,2020,73/2252,56/2998
0,2,2022,73/2252,56/2998
0,1,2018,73/2252,118/5807
0,1,2019,73/2252,118/5807
0,2,2018,73/2252,23/5823
0,6,2020,258/4466,65/7816
0,7,2021,258/4466,65/7816
0,7,2022,258/4466,65/7816
0,6,2020,258/4466,00/7816
0,7,2021,258/4466,00/7816
0,12,2022,258/4466,00/7816
0,4,2009,65/7816,00/7816
0,2,2010,65/7816,00/7816
0,6,2011,65/7816,00/7816
0,6,2012,65/7816,00/7816
0,5,2013,65/7816,00/7816
0,6,2014,65/7816,00/7816
0,2,2015,65/7816,00/7816
0,2,2017,65/7816,00/7816
0,2,2018,65/7816,00/7816
0,6,2020,65/7816,00/7816
0,7,2021,65/7816,00/7816
0,6,2022,65/7816,00/7816
0,3,2013,65/7816,47/6959
0,3,2013,00/7816,47/6959
0,3,2022,312/7327,175/3324-48
0,4,2018,88/4611,w/WeiWang16
0,7,2021,88/4611,w/WeiWang16
0,12,2022,88/4611,w/WeiWang16
0,7,2021,88/4611,31/1301
0,9,2022,88/4611,31/1301
0,12,2022,88/4611,25/6209
0,3,2012,w/WeiWang16,31/1301
0,9,2013,w/WeiWang16,31/1301
0,6,2014,w/WeiWang16,31/1301
0,8,2015,w/WeiWang16,31/1301
0,10,2016,w/WeiWang16,31/1301
0,8,2017,w/WeiWang16,31/1301
0,10,2018,w/WeiWang16,31/1301
0,11,2020,w/WeiWang16,31/1301
0,9,2021,w/WeiWang16,31/1301
0,11,2022,w/WeiWang16,31/1301
0,4,2020,w/WeiWang16,25/6209
0,2,2021,w/WeiWang16,25/6209
0,12,2022,w/WeiWang16,25/6209
0,8,2015,w/WeiWang16,06/5965
0,4,2016,w/WeiWang16,06/5965
0,5,2017,w/WeiWang16,06/5965
0,5,2018,w/WeiWang16,06/5965
0,3,2022,w/WeiWang16,139/5147
0,3,2016,w/WeiWang16,13/5353
0,5,2017,w/WeiWang16,13/5353
0,5,2018,w/WeiWang16,13/5353
0,8,2020,w/WeiWang16,13/5353
0,3,2016,w/WeiWang16,96/755-3
0,9,2022,31/1301,25/6209
0,8,2015,31/1301,06/5965
0,4,2016,31/1301,06/5965
0,7,2017,31/1301,06/5965
0,5,2018,31/1301,06/5965
0,5,2017,31/1301,13/5353
0,8,2018,31/1301,13/5353
0,3,2019,31/1301,13/5353
0,8,2020,31/1301,13/5353
0,3,2021,31/1301,13/5353
0,2,2022,31/1301,13/5353
0,6,2019,96/11226,72/2621-4
0,4,2022,96/11226,72/2621-4
0,6,2019,96/11226,06/5965
0,3,2021,96/11226,06/5965
0,10,2022,96/11226,06/5965
0,2,2016,72/2621-4,06/5965
0,6,2017,72/2621-4,06/5965
0,8,2018,72/2621-4,06/5965
0,10,2019,72/2621-4,06/5965
0,4,2020,72/2621-4,06/5965
0,2,2021,72/2621-4,06/5965
0,8,2022,72/2621-4,06/5965
0,8,2017,06/5965,13/5353
0,5,2018,06/5965,13/5353
0,2,2019,06/5965,56/2998
0,2,2019,06/5965,56/2998-1
0,8,2022,06/5965,64/4136
0,3,2020,139/5147,52/3645-1
0,3,2021,139/5147,52/3645-1
0,6,2022,139/5147,52/3645-1
0,7,2022,155/2490,219/8709
0,2,2020,155/2490,13/5353
0,7,2021,155/2490,13/5353
0,13,2022,155/2490,13/5353
0,7,2022,155/2490,78/3245
0,3,2021,155/2490,96/755-3
0,7,2022,155/2490,96/755-3
0,7,2022,155/2490,24/5927
0,2,2017,155/2490,h/JosephMHellerstein
0,2,2018,155/2490,h/JosephMHellerstein
0,2,2021,155/2490,h/JosephMHellerstein
0,3,2018,219/8709,13/5353
0,3,2021,219/8709,13/5353
0,7,2022,219/8709,13/5353
0,7,2022,219/8709,78/3245
0,3,2018,219/8709,96/755-3
0,3,2021,219/8709,96/755-3
0,7,2022,219/8709,96/755-3
0,7,2022,219/8709,24/5927
0,4,2017,13/5353,78/3245
0,3,2018,13/5353,78/3245
0,6,2019,13/5353,78/3245
0,7,2020,13/5353,78/3245
0,3,2021,13/5353,78/3245
0,7,2022,13/5353,78/3245
0,2,2015,13/5353,96/755-3
0,3,2016,13/5353,96/755-3
0,4,2017,13/5353,96/755-3
0,24,2018,13/5353,96/755-3
0,18,2019,13/5353,96/755-3
0,36,2020,13/5353,96/755-3
0,35,2021,13/5353,96/755-3
0,27,2022,13/5353,96/755-3
0,7,2022,13/5353,24/5927
0,3,2021,78/3245,96/755-3
0,7,2022,78/3245,96/755-3
0,7,2022,78/3245,24/5927
0,2,2020,78/3245,175/9380
0,2,2021,78/3245,175/9380
0,7,2022,96/755-3,24/5927
0,4,2022,117/5965,149/1342
0,6,2023,117/5965,149/1342
0,4,2022,117/5965,56/2998
0,6,2023,117/5965,56/2998
0,6,2023,117/5965,268/2072
0,2,2017,117/5965,k/BenKao
0,4,2018,117/5965,k/BenKao
0,5,2019,117/5965,k/BenKao
0,6,2020,117/5965,k/BenKao
0,2,2022,117/5965,k/BenKao
0,6,2023,117/5965,k/BenKao
0,4,2022,117/5965,147/1237
0,4,2022,149/1342,56/2998
0,6,2023,149/1342,56/2998
0,6,2023,149/1342,268/2072
0,6,2023,149/1342,k/BenKao
0,6,2023,56/2998,268/2072
0,6,2023,56/2998,k/BenKao
0,3,2021,56/2998,300/4385
0,12,2022,56/2998,300/4385
0,6,2022,56/2998,169/4023
0,6,2022,56/2998,85/2357
0,3,2017,56/2998,204/3387
0,15,2019,56/2998,204/3387
0,25,2020,56/2998,204/3387
0,8,2021,56/2998,204/3387
0,6,2022,56/2998,204/3387
0,9,2019,56/2998,147/1237
0,25,2020,56/2998,147/1237
0,8,2021,56/2998,147/1237
0,6,2022,56/2998,147/1237
0,1,2006,56/2998,56/2998-1
0,3,2007,56/2998,56/2998-1
0,4,2008,56/2998,56/2998-1
0,8,2009,56/2998,56/2998-1
0,1,2010,56/2998,56/2998-1
0,4,2011,56/2998,56/2998-1
0,16,2012,56/2998,56/2998-1
0,9,2013,56/2998,56/2998-1
0,2,2014,56/2998,56/2998-1
0,10,2015,56/2998,56/2998-1
0,12,2016,56/2998,56/2998-1
0,8,2017,56/2998,56/2998-1
0,3,2018,56/2998,56/2998-1
0,30,2019,56/2998,56/2998-1
0,32,2020,56/2998,56/2998-1
0,24,2021,56/2998,56/2998-1
0,23,2022,56/2998,56/2998-1
0,5,2019,56/2998,b/SSBhowmick
0,17,2020,56/2998,b/SSBhowmick
0,6,2022,56/2998,b/SSBhowmick
0,12,2020,56/2998,32/5712
0,6,2022,56/2998,32/5712
0,2,2008,56/2998,t/AnthonyKHTung
0,2,2009,56/2998,t/AnthonyKHTung
0,6,2023,268/2072,k/BenKao
0,6,2022,300/4385,169/4023
0,6,2022,300/4385,85/2357
0,3,2021,300/4385,56/2998-1
0,12,2022,300/4385,56/2998-1
0,6,2022,169/4023,85/2357
0,6,2022,169/4023,56/2998-1
0,6,2022,85/2357,56/2998-1
0,2,2010,85/2357,46/2181
0,2,2014,85/2357,46/2181
0,9,2019,204/3387,147/1237
0,25,2020,204/3387,147/1237
0,11,2021,204/3387,147/1237
0,9,2022,204/3387,147/1237
0,3,2017,204/3387,56/2998-1
0,15,2019,204/3387,56/2998-1
0,25,2020,204/3387,56/2998-1
0,8,2021,204/3387,56/2998-1
0,6,2022,204/3387,56/2998-1
0,15,2019,204/3387,b/SSBhowmick
0,17,2020,204/3387,b/SSBhowmick
0,6,2022,204/3387,b/SSBhowmick
0,15,2020,204/3387,32/5712
0,6,2022,204/3387,32/5712
0,10,2019,204/3387,37/548
0,9,2019,147/1237,56/2998-1
0,25,2020,147/1237,56/2998-1
0,8,2021,147/1237,56/2998-1
0,6,2022,147/1237,56/2998-1
0,5,2019,147/1237,b/SSBhowmick
0,17,2020,147/1237,b/SSBhowmick
0,6,2022,147/1237,b/SSBhowmick
0,12,2020,147/1237,32/5712
0,6,2022,147/1237,32/5712
0,5,2019,56/2998-1,b/SSBhowmick
0,17,2020,56/2998-1,b/SSBhowmick
0,6,2022,56/2998-1,b/SSBhowmick
0,12,2020,56/2998-1,32/5712
0,6,2022,56/2998-1,32/5712
0,2,2008,56/2998-1,t/AnthonyKHTung
0,2,2009,56/2998-1,t/AnthonyKHTung
0,12,2020,b/SSBhowmick,32/5712
0,6,2022,b/SSBhowmick,32/5712
0,10,2019,b/SSBhowmick,37/548
0,2,2022,b/SSBhowmick,d/XinLunaDong
0,2,2022,b/SSBhowmick,f/JulianaFreire
0,2,2004,b/SSBhowmick,24/4470
0,2,2005,b/SSBhowmick,24/4470
0,2,2007,b/SSBhowmick,24/4470
0,1,2021,37/548,03/2134
0,7,2022,315/6576,61/591
0,11,2022,315/6576,118/4514
0,11,2022,315/6576,67/2010-1
0,7,2022,315/6576,33/1685
0,11,2022,315/6576,23/7909
0,7,2022,61/591,118/4514
0,7,2022,61/591,67/2010-1
0,7,2022,61/591,33/1685
0,7,2022,61/591,23/7909
0,1,2012,61/591,53/2189
0,2,2018,118/4514,67/2010-1
0,2,2019,118/4514,67/2010-1
0,2,2020,118/4514,67/2010-1
0,11,2022,118/4514,67/2010-1
0,7,2022,118/4514,33/1685
0,11,2022,118/4514,23/7909
0,7,2022,67/2010-1,33/1685
0,11,2022,67/2010-1,23/7909
0,7,2022,33/1685,23/7909
0,4,2022,299/4498,66/5501
0,3,2021,299/4498,94/2651
0,4,2022,299/4498,94/2651
0,4,2022,66/5501,94/2651
0,6,2022,60/7006,45/8436
0,10,2022,244/8966,01/753
0,6,2021,244/8966,31/2597-1
0,10,2022,244/8966,31/2597-1
0,6,2019,244/8966,77/4591
0,4,2020,244/8966,77/4591
0,6,2021,244/8966,77/4591
0,14,2022,244/8966,77/4591
0,10,2022,01/753,31/2597-1
0,2,2012,01/753,77/4591
0,4,2013,01/753,77/4591
0,14,2014,01/753,77/4591
0,8,2015,01/753,77/4591
0,10,2022,01/753,77/4591
0,4,2018,31/2597-1,77/4591
0,10,2019,31/2597-1,77/4591
0,8,2020,31/2597-1,77/4591
0,22,2021,31/2597-1,77/4591
0,20,2022,31/2597-1,77/4591
0,2,2017,31/2597-1,07/4580
0,1,2018,31/2597-1,07/4580
0,44,2020,188/6146,30/9988
0,22,2021,188/6146,30/9988
0,22,2022,188/6146,30/9988
0,3,2019,188/6146,38/5510
0,33,2020,188/6146,38/5510
0,10,2021,188/6146,38/5510
0,6,2022,188/6146,38/5510
0,10,2021,188/6146,16/7968
0,16,2022,188/6146,205/2647
0,16,2022,188/6146,160/2807
0,16,2022,188/6146,190/7060
0,16,2022,188/6146,68/1363
0,6,2020,188/6146,147/2810
0,6,2021,188/6146,147/2810
0,6,2020,188/6146,203/8282
0,6,2021,188/6146,203/8282
0,6,2020,188/6146,280/0471
0,6,2021,188/6146,280/0471
0,6,2017,30/9988,38/5510
0,6,2018,30/9988,38/5510
0,8,2019,30/9988,38/5510
0,36,2020,30/9988,38/5510
0,6,2021,30/9988,38/5510
0,6,2022,30/9988,38/5510
0,10,2019,30/9988,154/0366
0,12,2020,30/9988,154/0366
0,10,2019,30/9988,202/9730
0,18,2020,30/9988,202/9730
0,17,2021,30/9988,198/1021
0,17,2022,30/9988,198/1021
0,17,2021,30/9988,145/9981
0,17,2022,30/9988,145/9981
0,17,2021,30/9988,220/5676
0,17,2022,30/9988,220/5676
0,17,2021,30/9988,47/6959
0,17,2022,30/9988,47/6959
0,17,2021,30/9988,144/3202
0,17,2022,30/9988,144/3202
0,17,2021,30/9988,192/1958
0,17,2022,30/9988,192/1958
0,4,2020,30/9988,16/7968
0,45,2021,30/9988,16/7968
0,21,2022,30/9988,16/7968
0,17,2021,30/9988,22/11237
0,17,2022,30/9988,22/11237
0,17,2021,30/9988,23/8654
0,17,2022,30/9988,23/8654
0,17,2021,30/9988,55/3346
0,17,2022,30/9988,55/3346
0,21,2021,30/9988,84/8221
0,21,2022,30/9988,84/8221
0,17,2021,30/9988,13/4660
0,17,2022,30/9988,13/4660
0,17,2021,30/9988,52/8573
0,17,2022,30/9988,52/8573
0,17,2021,30/9988,180/6438
0,17,2022,30/9988,180/6438
0,6,2022,30/9988,81/7246-1
0,10,2022,30/9988,37/4713
0,10,2022,30/9988,c/BrianCurless
0,10,2022,30/9988,k/IraKemelmacher
0,16,2022,30/9988,205/2647
0,16,2022,30/9988,160/2807
0,16,2022,30/9988,190/7060
0,16,2022,30/9988,68/1363
0,30,2020,30/9988,147/2810
0,18,2021,30/9988,147/2810
0,6,2020,30/9988,203/8282
0,18,2021,30/9988,203/8282
0,10,2019,30/9988,d/PaulEDebevec
0,18,2020,30/9988,d/PaulEDebevec
0,20,2021,30/9988,d/PaulEDebevec
0,6,2020,30/9988,86/6650
0,12,2021,30/9988,86/6650
0,6,2020,30/9988,280/0471
0,6,2021,30/9988,280/0471
0,10,2022,38/5510,161/2561
0,10,2022,38/5510,210/2651
0,10,2022,38/5510,01/8759
0,6,2020,38/5510,147/2810
0,6,2020,38/5510,280/0471
0,6,2021,38/5510,280/0471
0,10,2017,141/3795,205/3155
0,5,2022,141/3795,205/3155
0,3,2016,141/3795,84/1121
0,10,2017,141/3795,84/1121
0,3,2019,141/3795,84/1121
0,5,2022,141/3795,84/1121
0,10,2017,141/3795,h/EdwinRHancock
0,5,2022,141/3795,h/EdwinRHancock
0,12,2017,205/3155,84/1121
0,4,2019,205/3155,84/1121
0,6,2020,205/3155,84/1121
0,5,2022,205/3155,84/1121
0,10,2017,205/3155,h/EdwinRHancock
0,5,2022,205/3155,h/EdwinRHancock
0,2,2002,84/1121,h/EdwinRHancock
0,8,2004,84/1121,h/EdwinRHancock
0,16,2005,84/1121,h/EdwinRHancock
0,22,2006,84/1121,h/EdwinRHancock
0,24,2007,84/1121,h/EdwinRHancock
0,14,2008,84/1121,h/EdwinRHancock
0,12,2009,84/1121,h/EdwinRHancock
0,4,2010,84/1121,h/EdwinRHancock
0,4,2011,84/1121,h/EdwinRHancock
0,4,2013,84/1121,h/EdwinRHancock
0,2,2014,84/1121,h/EdwinRHancock
0,4,2015,84/1121,h/EdwinRHancock
0,4,2016,84/1121,h/EdwinRHancock
0,12,2017,84/1121,h/EdwinRHancock
0,2,2018,84/1121,h/EdwinRHancock
0,7,2022,84/1121,h/EdwinRHancock
0,4,2019,84/1121,198/1021
0,4,2020,84/1121,198/1021
0,6,2019,84/1121,55/3346
0,6,2020,84/1121,55/3346
0,5,2021,84/1121,55/3346
0,5,2022,84/1121,55/3346
0,4,2019,84/1121,52/8573
0,4,2020,84/1121,52/8573
0,3,2021,84/1121,180/6438
0,3,2022,84/1121,180/6438
0,4,2019,118/5807,154/0366
0,22,2020,118/5807,154/0366
0,8,2021,118/5807,154/0366
0,8,2022,118/5807,154/0366
0,8,2020,118/5807,202/9730
0,8,2021,118/5807,202/9730
0,8,2022,118/5807,202/9730
0,8,2020,118/5807,40/8151
0,8,2021,118/5807,40/8151
0,8,2022,118/5807,40/8151
0,8,2020,118/5807,99/235
0,8,2021,118/5807,99/235
0,8,2022,118/5807,99/235
0,18,2020,118/5807,91/3454
0,8,2021,118/5807,91/3454
0,8,2022,118/5807,91/3454
0,6,2018,118/5807,09/4945-1
0,12,2019,118/5807,09/4945-1
0,22,2020,118/5807,09/4945-1
0,8,2021,118/5807,09/4945-1
0,8,2022,118/5807,09/4945-1
0,10,2019,154/0366,202/9730
0,20,2020,154/0366,202/9730
0,14,2021,154/0366,202/9730
0,8,2022,154/0366,202/9730
0,3,2019,154/0366,40/8151
0,8,2020,154/0366,40/8151
0,14,2021,154/0366,40/8151
0,11,2022,154/0366,40/8151
0,8,2020,154/0366,99/235
0,8,2021,154/0366,99/235
0,8,2022,154/0366,99/235
0,6,2016,154/0366,91/3454
0,18,2020,154/0366,91/3454
0,8,2021,154/0366,91/3454
0,8,2022,154/0366,91/3454
0,7,2019,154/0366,09/4945-1
0,22,2020,154/0366,09/4945-1
0,16,2021,154/0366,09/4945-1
0,16,2022,154/0366,09/4945-1
0,13,2021,154/0366,198/1021
0,13,2021,154/0366,145/9981
0,13,2021,154/0366,220/5676
0,13,2021,154/0366,192/1958
0,13,2021,154/0366,22/11237
0,13,2021,154/0366,23/8654
0,13,2021,154/0366,55/3346
0,13,2021,154/0366,84/8221
0,13,2021,154/0366,13/4660
0,13,2021,154/0366,52/8573
0,12,2020,154/0366,147/2810
0,10,2019,154/0366,d/PaulEDebevec
0,12,2020,154/0366,d/PaulEDebevec
0,8,2020,202/9730,40/8151
0,8,2021,202/9730,40/8151
0,8,2022,202/9730,40/8151
0,8,2020,202/9730,99/235
0,8,2021,202/9730,99/235
0,8,2022,202/9730,99/235
0,3,2018,202/9730,91/3454
0,8,2020,202/9730,91/3454
0,8,2021,202/9730,91/3454
0,8,2022,202/9730,91/3454
0,8,2020,202/9730,09/4945-1
0,8,2021,202/9730,09/4945-1
0,8,2022,202/9730,09/4945-1
0,18,2020,202/9730,147/2810
0,10,2019,202/9730,d/PaulEDebevec
0,18,2020,202/9730,d/PaulEDebevec
0,6,2020,202/9730,86/6650
0,8,2020,40/8151,99/235
0,8,2021,40/8151,99/235
0,8,2022,40/8151,99/235
0,8,2020,40/8151,91/3454
0,8,2021,40/8151,91/3454
0,8,2022,40/8151,91/3454
0,8,2020,40/8151,09/4945-1
0,8,2021,40/8151,09/4945-1
0,8,2022,40/8151,09/4945-1
0,8,2020,99/235,91/3454
0,8,2021,99/235,91/3454
0,8,2022,99/235,91/3454
0,8,2020,99/235,09/4945-1
0,8,2021,99/235,09/4945-1
0,8,2022,99/235,09/4945-1
0,2,2012,99/235,84/8221
0,2,2015,99/235,84/8221
0,1,2022,99/235,84/8221
0,18,2020,91/3454,09/4945-1
0,8,2021,91/3454,09/4945-1
0,8,2022,91/3454,09/4945-1
0,1,2017,09/4945-1,07/4580
0,4,2016,09/4945-1,84/8221
0,12,2021,46/950-2,213/3179
0,12,2022,46/950-2,213/3179
0,6,2020,46/950-2,53/6818
0,18,2021,46/950-2,53/6818
0,18,2022,46/950-2,53/6818
0,6,2020,46/950-2,204/8692
0,18,2021,46/950-2,204/8692
0,18,2022,46/950-2,204/8692
0,12,2021,46/950-2,95/11225
0,12,2022,46/950-2,95/11225
0,13,2018,46/950-2,153/1197
0,21,2019,46/950-2,153/1197
0,18,2020,46/950-2,153/1197
0,27,2021,46/950-2,153/1197
0,33,2022,46/950-2,153/1197
0,13,2018,46/950-2,153/1117
0,21,2019,46/950-2,153/1117
0,22,2020,46/950-2,153/1117
0,27,2021,46/950-2,153/1117
0,33,2022,46/950-2,153/1117
0,10,2021,46/950-2,228/6934
0,12,2022,46/950-2,228/6934
0,2,2015,46/950-2,80/1772
0,2,2016,46/950-2,80/1772
0,4,2017,46/950-2,80/1772
0,13,2018,46/950-2,80/1772
0,21,2019,46/950-2,80/1772
0,16,2020,46/950-2,80/1772
0,20,2021,46/950-2,80/1772
0,12,2022,46/950-2,80/1772
0,2,2018,46/950-2,77/888
0,12,2021,213/3179,53/6818
0,12,2022,213/3179,53/6818
0,18,2021,213/3179,204/8692
0,14,2022,213/3179,204/8692
0,12,2021,213/3179,95/11225
0,12,2022,213/3179,95/11225
0,15,2020,53/6818,204/8692
0,21,2021,53/6818,204/8692
0,44,2022,53/6818,204/8692
0,12,2021,53/6818,95/11225
0,12,2022,53/6818,95/11225
0,7,2020,53/6818,33/5673
0,3,2021,53/6818,33/5673
0,14,2022,53/6818,33/5673
0,12,2021,204/8692,95/11225
0,12,2022,204/8692,95/11225
0,2,2019,204/8692,33/5673
0,5,2020,204/8692,33/5673
0,3,2021,204/8692,33/5673
0,12,2022,204/8692,33/5673
0,2,2011,69/2574,77/888
0,2,2013,69/2574,77/888
0,2,2014,69/2574,77/888
0,4,2015,69/2574,77/888
0,4,2017,69/2574,77/888
0,2,2018,69/2574,77/888
0,2,2016,69/2574,33/5673
0,4,2017,69/2574,33/5673
0,2,2020,198/0655,142/3143
0,6,2021,198/0655,142/3143
0,2,2022,198/0655,142/3143
0,4,2014,153/1197,153/1117
0,2,2015,153/1197,153/1117
0,6,2016,153/1197,153/1117
0,9,2017,153/1197,153/1117
0,21,2018,153/1197,153/1117
0,32,2019,153/1197,153/1117
0,22,2020,153/1197,153/1117
0,40,2021,153/1197,153/1117
0,46,2022,153/1197,153/1117
0,10,2021,153/1197,228/6934
0,12,2022,153/1197,228/6934
0,3,2017,153/1197,80/1772
0,19,2018,153/1197,80/1772
0,30,2019,153/1197,80/1772
0,12,2020,153/1197,80/1772
0,27,2021,153/1197,80/1772
0,15,2022,153/1197,80/1772
0,6,2022,153/1197,33/5673
0,10,2021,153/1117,228/6934
0,12,2022,153/1117,228/6934
0,3,2017,153/1117,80/1772
0,19,2018,153/1117,80/1772
0,30,2019,153/1117,80/1772
0,12,2020,153/1117,80/1772
0,27,2021,153/1117,80/1772
0,15,2022,153/1117,80/1772
0,6,2022,153/1117,33/5673
0,6,2020,228/6934,80/1772
0,13,2021,228/6934,80/1772
0,16,2022,228/6934,80/1772
0,4,2017,80/1772,33/5673
0,2,2020,80/1772,33/5673
0,4,2021,77/888,123/4694
0,4,2022,77/888,123/4694
0,3,2018,77/888,142/3143
0,3,2019,77/888,142/3143
0,4,2021,77/888,142/3143
0,2,2016,77/888,95/378
0,4,2021,123/4694,142/3143
0,10,2014,a/DJAbadi,a/AnastassiaAilamaki
0,10,2016,a/DJAbadi,a/AnastassiaAilamaki
0,16,2019,a/DJAbadi,a/AnastassiaAilamaki
0,16,2022,a/DJAbadi,a/AnastassiaAilamaki
0,16,2019,a/DJAbadi,a/DavidGAndersen
